CG_gene	ident	ECOLI_gene
cg2415	0.01	NaN
cg2417	0.01	NaN
cg2418	0.01	NaN
cg2419	0.01	NaN
cg2420	0.01	NaN
cg2421	0.01	NaN
cg2422	0.01	NaN
cg2423	0.01	NaN
cg2424	0.01	NaN
cg2425	0.01	NaN
cg2426	0.01	NaN
cg2428	0.01	NaN
cg2429	0.01	NaN
cg2430	0.01	NaN
cg2431	0.01	NaN
cg2432	0.01	NaN
cg2434	0.01	NaN
cg2435	0.01	NaN
cg2437	0.01	NaN
cg2439	0.01	NaN
cg2438	0.01	NaN
cg2440	0.01	NaN
cg2441	0.01	NaN
cg2442	0.01	NaN
cg2443	0.01	NaN
cg2444	0.01	NaN
cg2445	0.01	NaN
cg2446	0.01	NaN
cg2447	0.01	NaN
cg2449	0.01	NaN
cg2450	0.01	NaN
cg2451	0.01	NaN
cg4000	0.01	NaN
cg2452	0.01	NaN
cg2453	0.01	NaN
cg2454	0.01	NaN
cg2455	0.01	NaN
cg2456	0.01	NaN
cg2457	0.01	NaN
cg2458	0.01	NaN
cg2459	0.01	NaN
cg2460	0.01	NaN
cg2461	0.01	NaN
cg2462	0.01	NaN
cg2463	0.01	NaN
cg2464	0.01	NaN
cg2465	0.01	NaN
cg2466	0.01	NaN
cg2467	0.01	NaN
cg2468	0.01	NaN
cg2470	0.01	NaN
cg2471	0.01	NaN
cg4003	0.01	NaN
cg2472	0.01	NaN
cg2473	0.01	NaN
cg2474	0.01	NaN
cg2475	0.01	NaN
cg2477	0.01	NaN
cg2478	0.01	NaN
cg2479	0.01	NaN
cg2480	0.01	NaN
cg2481	0.01	NaN
cg2482	0.01	NaN
cg2483	0.01	NaN
cg2484	0.01	NaN
cg2485	0.01	NaN
cg2487	0.01	NaN
cg2488	0.01	NaN
cg2489	0.01	NaN
cg2490	0.01	NaN
cg2491	0.01	NaN
cg2492	0.01	NaN
cg2493	0.01	NaN
cg2494	0.01	NaN
cg2495	0.01	NaN
cg2496	0.01	NaN
cg2497	0.01	NaN
cg2498	0.01	NaN
cg2499	0.01	NaN
cg2500	0.01	NaN
cg2502	0.01	NaN
cg2504	0.01	NaN
cg2507	0.01	NaN
cg2508	0.01	NaN
cg2509	0.01	NaN
cg2510	0.01	NaN
cg2511	0.01	NaN
cg2512	0.01	NaN
cg2513	0.01	NaN
cg2514	0.01	NaN
cg2515	0.01	NaN
cg2516	0.01	NaN
cg2517	0.01	NaN
cg2518	0.01	NaN
cg2519	0.01	NaN
cg2520	0.01	NaN
cg2521	0.01	NaN
cg2523	0.01	NaN
cg2524	0.01	NaN
cg2525	0.01	NaN
cg2526	0.01	NaN
cg2527	0.01	NaN
cg2528	0.01	NaN
cg2529	0.01	NaN
cg2530	0.01	NaN
cg2531	0.01	NaN
cg2533	0.01	NaN
cg2534	0.01	NaN
cg2535	0.01	NaN
cg2536	0.01	NaN
cg2537	0.01	NaN
cg2538	0.01	NaN
cg2539	0.01	NaN
cg2540	0.01	NaN
cg2542	0.01	NaN
cg2543	0.01	NaN
cg2544	0.01	NaN
cg2545	0.01	NaN
cg2546	0.01	NaN
cg2548	0.01	NaN
cg2547	0.01	NaN
cg2549	0.01	NaN
cg2550	0.01	NaN
cg2551	0.01	NaN
cg2552	0.01	NaN
cg2553	0.01	NaN
cg2554	0.01	NaN
cg2555	0.01	NaN
cg2556	0.01	NaN
cg2557	0.01	NaN
cg2558	0.01	NaN
cg2559	0.01	NaN
cg2560	0.01	NaN
cg2561	0.01	NaN
cg2562	0.01	NaN
cg2563	0.01	NaN
cg2564	0.01	NaN
cg2565	0.01	NaN
cg2566	0.01	NaN
cg2567	0.01	NaN
cg2568	0.01	NaN
cg2569	0.01	NaN
cg2570	0.01	NaN
cg2571	0.01	NaN
cg2572	0.01	NaN
cg2573	0.01	NaN
cg2574	0.01	NaN
cg2575	0.01	NaN
cg2576	0.01	NaN
cg2577	0.01	NaN
cg2578	0.01	NaN
cg2579	0.01	NaN
cg2581	0.01	NaN
cg2582	0.01	NaN
cg2584	0.01	NaN
cg2585	0.01	NaN
cg2586	0.01	NaN
cg2587	0.01	NaN
cg2588	0.01	NaN
cg2589	0.01	NaN
cg2590	0.01	NaN
cg2591	0.01	NaN
cg2592	0.01	NaN
cg2593	0.01	NaN
cg2594	0.01	NaN
cg2595	0.01	NaN
cg2597	0.01	NaN
cg2598	0.01	NaN
cg2599	0.01	NaN
cg2600	0.01	NaN
cg2601	0.01	NaN
cg2602	0.01	NaN
cg2603	0.01	NaN
cg2604	0.01	NaN
cg2605	0.01	NaN
cg2606	0.01	NaN
cg2607	0.01	NaN
cg2608	0.01	NaN
cg2609	0.01	NaN
cg2610	0.01	NaN
cg2611	0.01	NaN
cg2612	0.01	NaN
cg2613	0.01	NaN
cg2614	0.01	NaN
cg2615	0.01	NaN
cg2616	0.01	NaN
cg2617	0.01	NaN
cg2618	0.01	NaN
cg2619	0.01	NaN
cg2620	0.01	NaN
cg2621	0.01	NaN
cg2622	0.01	NaN
cg2623	0.01	NaN
cg2624	0.01	NaN
cg2625	0.01	NaN
cg2626	0.01	NaN
cg2627	0.01	NaN
cg2628	0.01	NaN
cg2629	0.01	NaN
cg2630	0.01	NaN
cg2631	0.01	NaN
cg2633	0.01	NaN
cg2634	0.01	NaN
cg2635	0.01	NaN
cg2636	0.01	NaN
cg2637	0.01	NaN
cg2638	0.01	NaN
cg2639	0.01	NaN
cg2640	0.01	NaN
cg2641	0.01	NaN
cg2642	0.01	NaN
cg2643	0.01	NaN
cg2644	0.01	NaN
cg2645	0.01	NaN
cg2647	0.01	NaN
cg2648	0.01	NaN
cg2649	0.01	NaN
cg2650	0.01	NaN
cg2651	0.01	NaN
cg2652	0.01	NaN
cg2654	0.01	NaN
cg2657	0.01	NaN
cg2658	0.01	NaN
cg2659	0.01	NaN
cg2661	0.01	NaN
cg2662	0.01	NaN
cg2664	0.01	NaN
cg2665	0.01	NaN
cg2666	0.01	NaN
cg2667	0.01	NaN
cg2668	0.01	NaN
cg2670	0.01	NaN
cg2672	0.01	NaN
cg2673	0.01	NaN
cg2674	0.01	NaN
cg2675	0.01	NaN
cg2676	0.01	NaN
cg2677	0.01	NaN
cg2678	0.01	NaN
cg2679	0.01	NaN
cg2680	0.01	NaN
cg2683	0.01	NaN
cg2684	0.01	NaN
cg2685	0.01	NaN
cg2686	0.01	NaN
cg2687	0.01	NaN
cg2688	0.01	NaN
cg2689	0.01	NaN
cg2690	0.01	NaN
cg2691	0.01	NaN
cg2692	0.01	NaN
cg2693	0.01	NaN
cg2694	0.01	NaN
cg2695	0.01	NaN
cg2697	0.01	NaN
cg2699	0.01	NaN
cg2700	0.01	NaN
cg2701	0.01	NaN
cg2703	0.01	NaN
cg2704	0.01	NaN
cg2705	0.01	NaN
cg2707	0.01	NaN
cg2708	0.01	NaN
cg2709	0.01	NaN
cg2710	0.01	NaN
cg2711	0.01	NaN
cg2712	0.01	NaN
cg2713	0.01	NaN
cg2714	0.01	NaN
cg2715	0.01	NaN
cg2716	0.01	NaN
cg2717	0.01	NaN
cg2718	0.01	NaN
cg2719	0.01	NaN
cg2720	0.01	NaN
cg2722	0.01	NaN
cg2723	0.01	NaN
cg2725	0.01	NaN
cg2726	0.01	NaN
cg2727	0.01	NaN
cg2728	0.01	NaN
cg2729	0.01	NaN
cg2730	0.01	NaN
cg2731	0.01	NaN
cg2732	0.01	NaN
cg2733	0.01	NaN
cg2734	0.01	NaN
cg2735	0.01	NaN
cg2736	0.01	NaN
cg2737	0.01	NaN
cg2738	0.01	NaN
cg2739	0.01	NaN
cg2740	0.01	NaN
cg2741	0.01	NaN
cg2743	0.01	NaN
cg2745	0.01	NaN
cg2746	0.01	NaN
cg2747	0.01	NaN
cg2748	0.01	NaN
cg2750	0.01	NaN
cg2751	0.01	NaN
cg2753	0.01	NaN
cg2755	0.01	NaN
cg2756	0.01	NaN
cg2757	0.01	NaN
cg2758	0.01	NaN
cg2759	0.01	NaN
cg2760	0.01	NaN
cg2761	0.01	NaN
cg2762	0.01	NaN
cg2765	0.01	NaN
cg2766	0.01	NaN
cg2767	0.01	NaN
cg2768	0.01	NaN
cg2770	0.01	NaN
cg2772	0.01	NaN
cg2773	0.01	NaN
cg2774	0.01	NaN
cg2775	0.01	NaN
cg2776	0.01	NaN
cg2777	0.01	NaN
cg2778	0.01	NaN
cg2779	0.01	NaN
cg2780	0.01	NaN
cg2781	0.01	NaN
cg2782	0.01	NaN
cg2783	0.01	NaN
cg2784	0.01	NaN
cg2785	0.01	NaN
cg2786	0.01	NaN
cg2787	0.01	NaN
cg2789	0.01	NaN
cg2791	0.01	NaN
cg2792	0.01	NaN
cg2793	0.01	NaN
cg2794	0.01	NaN
cg2795	0.01	NaN
cg2796	0.01	NaN
cg2797	0.01	NaN
cg2799	0.01	NaN
cg2800	0.01	NaN
cg2801	0.01	NaN
cg2802	0.01	NaN
cg2803	0.01	NaN
cg2804	0.01	NaN
cg2805	0.01	NaN
cg2806	0.01	NaN
cg2807	0.01	NaN
cg2808	0.01	NaN
cg2809	0.01	NaN
cg2810	0.01	NaN
cg2811	0.01	NaN
cg2812	0.01	NaN
cg2822	0.01	NaN
cg2823	0.01	NaN
cg2824	0.01	NaN
cg2828	0.01	NaN
cg2829	0.01	NaN
cg2830	0.01	NaN
cg2831	0.01	NaN
cg2833	0.01	NaN
cg2834	0.01	NaN
cg2835	0.01	NaN
cg2836	0.01	NaN
cg2837	0.01	NaN
cg2838	0.01	NaN
cg2839	0.01	NaN
cg2840	0.01	NaN
cg2841	0.01	NaN
cg2842	0.01	NaN
cg2843	0.01	NaN
cg2844	0.01	NaN
cg2845	0.01	NaN
cg2846	0.01	NaN
cg2847	0.01	NaN
cg2848	0.01	NaN
cg2849	0.01	NaN
cg2850	0.01	NaN
cg2851	0.01	NaN
cg2852	0.01	NaN
cg2853	0.01	NaN
cg2854	0.01	NaN
cg2856	0.01	NaN
cg2857	0.01	NaN
cg2859	0.01	NaN
cg2860	0.01	NaN
cg2861	0.01	NaN
cg2862	0.01	NaN
cg2863	0.01	NaN
cg2865	0.01	NaN
cg2867	0.01	NaN
cg2868	0.01	NaN
cg2869	0.01	NaN
cg2870	0.01	NaN
cg2873	0.01	NaN
cg2874	0.01	NaN
cg2875	0.01	NaN
cg2876	0.01	NaN
cg2877	0.01	NaN
cg2878	0.01	NaN
cg2880	0.01	NaN
cg2883	0.01	NaN
cg2884	0.01	NaN
cg2885	0.01	NaN
cg2886	0.01	NaN
cg2887	0.01	NaN
cg2888	0.01	NaN
cg2889	0.01	NaN
cg2890	0.01	NaN
cg2891	0.01	NaN
cg2893	0.01	NaN
cg2894	0.01	NaN
cg2895	0.01	NaN
cg2896	0.01	NaN
cg2898	0.01	NaN
cg2899	0.01	NaN
cg2900	0.01	NaN
cg2901	0.01	NaN
cg2902	0.01	NaN
cg2903	0.01	NaN
cg2904	0.01	NaN
cg2905	0.01	NaN
cg2906	0.01	NaN
cg2907	0.01	NaN
cg2908	0.01	NaN
cg2909	0.01	NaN
cg2910	0.01	NaN
cg2911	0.01	NaN
cg2912	0.01	NaN
cg2913	0.01	NaN
cg2914	0.01	NaN
cg2915	0.01	NaN
cg2916	0.01	NaN
cg2917	0.01	NaN
cg2918	0.01	NaN
cg2919	0.01	NaN
cg2920	0.01	NaN
cg2921	0.01	NaN
cg2922	0.01	NaN
cg2923	0.01	NaN
cg2924	0.01	NaN
cg2925	0.01	NaN
cg2927	0.01	NaN
cg2928	0.01	NaN
cg2929	0.01	NaN
cg2931	0.01	NaN
cg2932	0.01	NaN
cg2933	0.01	NaN
cg2935	0.01	NaN
cg2936	0.01	NaN
cg2937	0.01	NaN
cg2938	0.01	NaN
cg2939	0.01	NaN
cg2940	0.01	NaN
cg2941	0.01	NaN
cg2942	0.01	NaN
cg2943	0.01	NaN
cg2944	0.01	NaN
cg2945	0.01	NaN
cg2946	0.01	NaN
cg2947	0.01	NaN
cg2948	0.01	NaN
cg2949	0.01	NaN
cg2950	0.01	NaN
cg2951	0.01	NaN
cg2952	0.01	NaN
cg2953	0.01	NaN
cg2954	0.01	NaN
cg2955	0.01	NaN
cg2956	0.01	NaN
cg2957	0.01	NaN
cg2958	0.01	NaN
cg2959	0.01	NaN
cg2960	0.01	NaN
cg2962	0.01	NaN
cg2963	0.01	NaN
cg2964	0.01	NaN
cg2965	0.01	NaN
cg2966	0.01	NaN
cg2968	0.01	NaN
cg2969	0.01	NaN
cg2970	0.01	NaN
cg2971	0.01	NaN
cg2973	0.01	NaN
cg2974	0.01	NaN
cg2975	0.01	NaN
cg2976	0.01	NaN
cg2977	0.01	NaN
cg2978	0.01	NaN
cg2979	0.01	NaN
cg2981	0.01	NaN
cg2982	0.01	NaN
cg2983	0.01	NaN
cg2984	0.01	NaN
cg2985	0.01	NaN
cg2986	0.01	NaN
cg2987	0.01	NaN
cg2988	0.01	NaN
cg2990	0.01	NaN
cg2991	0.01	NaN
cg2992	0.01	NaN
cg2993	0.01	NaN
cg2994	0.01	NaN
cg2996	0.01	NaN
cg2995	0.01	NaN
cg2999	0.01	NaN
cg3000	0.01	NaN
cg3001	0.01	NaN
cg3003	0.01	NaN
cg3004	0.01	NaN
cg3007	0.01	NaN
cg3008	0.01	NaN
cg3009	0.01	NaN
cg3011	0.01	NaN
cg3012	0.01	NaN
cg3013	0.01	NaN
cg3014	0.01	NaN
cg3015	0.01	NaN
cg3016	0.01	NaN
cg3017	0.01	NaN
cg3018	0.01	NaN
cg3019	0.01	NaN
cg3020	0.01	NaN
cg3021	0.01	NaN
cg3022	0.01	NaN
cg3024	0.01	NaN
cg3025	0.01	NaN
cg3026	0.01	NaN
cg3027	0.01	NaN
cg3028	0.01	NaN
cg3029	0.01	NaN
cg3030	0.01	NaN
cg3031	0.01	NaN
cg3032	0.01	NaN
cg3033	0.01	NaN
cg3034	0.01	NaN
cg3035	0.01	NaN
cg3036	0.01	NaN
cg3037	0.01	NaN
cg3038	0.01	NaN
cg3039	0.01	NaN
cg3040	0.01	NaN
cg3041	0.01	NaN
cg3042	0.01	NaN
cg3043	0.01	NaN
cg3044	0.01	NaN
cg3045	0.01	NaN
cg3046	0.01	NaN
cg3047	0.01	NaN
cg3048	0.01	NaN
cg3049	0.01	NaN
cg3050	0.01	NaN
cg3051	0.01	NaN
cg3052	0.01	NaN
cg3053	0.01	NaN
cg3054	0.01	NaN
cg3057	0.01	NaN
cg3058	0.01	NaN
cg3059	0.01	NaN
cg3060	0.01	NaN
cg3061	0.01	NaN
cg3063	0.01	NaN
cg3065	0.01	NaN
cg3066	0.01	NaN
cg3067	0.01	NaN
cg3068	0.01	NaN
cg3069	0.01	NaN
cg3070	0.01	NaN
cg3071	0.01	NaN
cg3072	0.01	NaN
cg3073	0.01	NaN
cg3074	0.01	NaN
cg3075	0.01	NaN
cg3077	0.01	NaN
cg3078	0.01	NaN
cg3079	0.01	NaN
cg3080	0.01	NaN
cg3082	0.01	NaN
cg3083	0.01	NaN
cg3084	0.01	NaN
cg3085	0.01	NaN
cg3086	0.01	NaN
cg3087	0.01	NaN
cg3088	0.01	NaN
cg3089	0.01	NaN
cg3090	0.01	NaN
cg3091	0.01	NaN
cg3092	0.01	NaN
cg3093	0.01	NaN
cg3094	0.01	NaN
cg3095	0.01	NaN
cg3096	0.01	NaN
cg3097	0.01	NaN
cg3098	0.01	NaN
cg3099	0.01	NaN
cg3100	0.01	NaN
cg3101	0.01	NaN
cg3102	0.01	NaN
cg3103	0.01	NaN
cg3104	0.01	NaN
cg3105	0.01	NaN
cg3106	0.01	NaN
cg3107	0.01	NaN
cg3108	0.01	NaN
cg4002	0.01	NaN
cg3109	0.01	NaN
cg3110	0.01	NaN
cg3111	0.01	NaN
cg3112	0.01	NaN
cg3113	0.01	NaN
cg3114	0.01	NaN
cg3115	0.01	NaN
cg3116	0.01	NaN
cg3117	0.01	NaN
cg3118	0.01	NaN
cg3119	0.01	NaN
cg3120	0.01	NaN
cg3121	0.01	NaN
cg3122	0.01	NaN
cg3124	0.01	NaN
cg3125	0.01	NaN
cg3126	0.01	NaN
cg3127	0.01	NaN
cg3128	0.01	NaN
cg3129	0.01	NaN
cg3130	0.01	NaN
cg3131	0.01	NaN
cg3132	0.01	NaN
cg3133	0.01	NaN
cg3134	0.01	NaN
cg3135	0.01	NaN
cg3136	0.01	NaN
cg3137	0.01	NaN
cg3138	0.01	NaN
cg3139	0.01	NaN
cg3140	0.01	NaN
cg3141	0.01	NaN
cg3142	0.01	NaN
cg3143	0.01	NaN
cg3144	0.01	NaN
cg3145	0.01	NaN
cg3146	0.01	NaN
cg3147	0.01	NaN
cg3148	0.01	NaN
cg3149	0.01	NaN
cg3151	0.01	NaN
cg3153	0.01	NaN
cg3154	0.01	NaN
cg3155	0.01	NaN
cg3156	0.01	NaN
cg3157	0.01	NaN
cg3158	0.01	NaN
cg3159	0.01	NaN
cg3160	0.01	NaN
cg3161	0.01	NaN
cg3162	0.01	NaN
cg3163	0.01	NaN
cg3164	0.01	NaN
cg3165	0.01	NaN
cg3166	0.01	NaN
cg3167	0.01	NaN
cg3168	0.01	NaN
cg3169	0.01	NaN
cg3170	0.01	NaN
cg3172	0.01	NaN
cg3173	0.01	NaN
cg3174	0.01	NaN
cg3175	0.01	NaN
cg3176	0.01	NaN
cg3177	0.01	NaN
cg3178	0.01	NaN
cg3179	0.01	NaN
cg3180	0.01	NaN
cg3181	0.01	NaN
cg3182	0.01	NaN
cg3185	0.01	NaN
cg3186	0.01	NaN
cg3187	0.01	NaN
cg3189	0.01	NaN
cg3190	0.01	NaN
cg3191	0.01	NaN
cg3192	0.01	NaN
cg3193	0.01	NaN
cg3194	0.01	NaN
cg3195	0.01	NaN
cg3196	0.01	NaN
cg3197	0.01	NaN
cg3198	0.01	NaN
cg3199	0.01	NaN
cg3200	0.01	NaN
cg3201	0.01	NaN
cg3202	0.01	NaN
cg3203	0.01	NaN
cg3204	0.01	NaN
cg3205	0.01	NaN
cg3206	0.01	NaN
cg3207	0.01	NaN
cg3208	0.01	NaN
cg3209	0.01	NaN
cg3210	0.01	NaN
cg3211	0.01	NaN
cg3212	0.01	NaN
cg3213	0.01	NaN
cg3214	0.01	NaN
cg3215	0.01	NaN
cg3216	0.01	NaN
cg3218	0.01	NaN
cg3219	0.01	NaN
cg3220	0.01	NaN
cg3221	0.01	NaN
cg3223	0.01	NaN
cg3224	0.01	NaN
cg3225	0.01	NaN
cg3226	0.01	NaN
cg3227	0.01	NaN
cg3228	0.01	NaN
cg3229	0.01	NaN
cg3230	0.01	NaN
cg3231	0.01	NaN
cg3232	0.01	NaN
cg3233	0.01	NaN
cg3234	0.01	NaN
cg3235	0.01	NaN
cg3236	0.01	NaN
cg3237	0.01	NaN
cg3238	0.01	NaN
cg3239	0.01	NaN
cg3240	0.01	NaN
cg3242	0.01	NaN
cg3243	0.01	NaN
cg3244	0.01	NaN
cg3245	0.01	NaN
cg3246	0.01	NaN
cg3247	0.01	NaN
cg3248	0.01	NaN
cg3249	0.01	NaN
cg3250	0.01	NaN
cg3251	0.01	NaN
cg3252	0.01	NaN
cg3253	0.01	NaN
cg3254	0.01	NaN
cg3255	0.01	NaN
cg3256	0.01	NaN
cg3257	0.01	NaN
cg3258	0.01	NaN
cg3260	0.01	NaN
cg3261	0.01	NaN
cg3263	0.01	NaN
cg3264	0.01	NaN
cg3265	0.01	NaN
cg3266	0.01	NaN
cg3267	0.01	NaN
cg3268	0.01	NaN
cg3269	0.01	NaN
cg3270	0.01	NaN
cg3271	0.01	NaN
cg3272	0.01	NaN
cg3273	0.01	NaN
cg3274	0.01	NaN
cg3275	0.01	NaN
cg3276	0.01	NaN
cg3277	0.01	NaN
cg3278	0.01	NaN
cg3279	0.01	NaN
cg3280	0.01	NaN
cg3281	0.01	NaN
cg3282	0.01	NaN
cg3283	0.01	NaN
cg3284	0.01	NaN
cg3285	0.01	NaN
cg3286	0.01	NaN
cg3287	0.01	NaN
cg3288	0.01	NaN
cg3289	0.01	NaN
cg3290	0.01	NaN
cg3291	0.01	NaN
cg3292	0.01	NaN
cg3293	0.01	NaN
cg3294	0.01	NaN
cg3295	0.01	NaN
cg3296	0.01	NaN
cg3297	0.01	NaN
cg3298	0.01	NaN
cg3299	0.01	NaN
cg3300	0.01	NaN
cg3301	0.01	NaN
cg3303	0.01	NaN
cg3304	0.01	NaN
cg3306	0.01	NaN
cg3307	0.01	NaN
cg3308	0.01	NaN
cg3309	0.01	NaN
cg3311	0.01	NaN
cg3312	0.01	NaN
cg3313	0.01	NaN
cg3314	0.01	NaN
cg3315	0.01	NaN
cg3316	0.01	NaN
cg3317	0.01	NaN
cg3318	0.01	NaN
cg3319	0.01	NaN
cg3320	0.01	NaN
cg3321	0.01	NaN
cg3322	0.01	NaN
cg3323	0.01	NaN
cg3324	0.01	NaN
cg3325	0.01	NaN
cg3326	0.01	NaN
cg3327	0.01	NaN
cg3328	0.01	NaN
cg3329	0.01	NaN
cg3330	0.01	NaN
cg3331	0.01	NaN
cg3332	0.01	NaN
cg3334	0.01	NaN
cg3335	0.01	NaN
cg3336	0.01	NaN
cg3337	0.01	NaN
cg3338	0.01	NaN
cg3339	0.01	NaN
cg3340	0.01	NaN
cg3341	0.01	NaN
cg3342	0.01	NaN
cg3343	0.01	NaN
cg3344	0.01	NaN
cg3345	0.01	NaN
cg3346	0.01	NaN
cg3347	0.01	NaN
cg3348	0.01	NaN
cg3349	0.01	NaN
cg3350	0.01	NaN
cg3351	0.01	NaN
cg3352	0.01	NaN
cg3353	0.01	NaN
cg3354	0.01	NaN
cg3356	0.01	NaN
cg3357	0.01	NaN
cg3358	0.01	NaN
cg3359	0.01	NaN
cg3360	0.01	NaN
cg3361	0.01	NaN
cg3362	0.01	NaN
cg3363	0.01	NaN
cg3364	0.01	NaN
cg3365	0.01	NaN
cg3366	0.01	NaN
cg3367	0.01	NaN
cg3368	0.01	NaN
cg3369	0.01	NaN
cg3370	0.01	NaN
cg3371	0.01	NaN
cg3372	0.01	NaN
cg3373	0.01	NaN
cg3374	0.01	NaN
cg3375	0.01	NaN
cg3376	0.01	NaN
cg3377	0.01	NaN
cg3378	0.01	NaN
cg3380	0.01	NaN
cg3381	0.01	NaN
cg3382	0.01	NaN
cg3384	0.01	NaN
cg3385	0.01	NaN
cg3386	0.01	NaN
cg3387	0.01	NaN
cg3388	0.01	NaN
cg3389	0.01	NaN
cg3390	0.01	NaN
cg3391	0.01	NaN
cg3392	0.01	NaN
cg3393	0.01	NaN
cg3394	0.01	NaN
cg3395	0.01	NaN
cg3396	0.01	NaN
cg3397	0.01	NaN
cg3398	0.01	NaN
cg3399	0.01	NaN
cg3400	0.01	NaN
cg3401	0.01	NaN
cg3402	0.01	NaN
cg3403	0.01	NaN
cg3404	0.01	NaN
cg3405	0.01	NaN
cg3407	0.01	NaN
cg3408	0.01	NaN
cg3409	0.01	NaN
cg3410	0.01	NaN
cg3411	0.01	NaN
cg3412	0.01	NaN
cg3413	0.01	NaN
cg3414	0.01	NaN
cg3415	0.01	NaN
cg3416	0.01	NaN
cg3417	0.01	NaN
cg3418	0.01	NaN
cg3419	0.01	NaN
cg3420	0.01	NaN
cg3422	0.01	NaN
cg3423	0.01	NaN
cg3424	0.01	NaN
cg3425	0.01	NaN
cg3426	0.01	NaN
cg3427	0.01	NaN
cg3428	0.01	NaN
cg3429	0.01	NaN
cg3430	0.01	NaN
cg3431	0.01	NaN
cg3432	0.01	NaN
cg3433	0.01	NaN
cg3434	0.01	NaN
